country,age,tenure,balance,products_number,active_member,churn
Spain,48,8,167997.6,1,1,0
France,36,2,82275.35,2,1,0
France,49,3,0.0,2,1,0
Germany,48,6,111962.99,1,0,0
Germany,34,1,131736.88,1,1,0
France,29,1,0.0,1,0,0
Germany,36,8,108239.11,2,0,0
France,46,9,98444.19,1,1,0
Germany,32,3,114540.38,1,0,0
France,35,6,187530.66,2,1,0
Germany,42,9,133636.16,1,1,0
France,52,7,0.0,2,1,0
Germany,44,0,84745.03,2,1,0
Germany,31,7,120599.38,2,1,0
Spain,29,9,0.0,2,1,0
France,39,4,127771.35,2,1,0
Spain,46,9,0.0,1,0,1
France,33,0,0.0,1,0,0
France,69,5,0.0,2,1,0
Germany,53,10,167772.96,1,1,0
France,37,6,95845.6,1,0,0
France,35,10,0.0,2,0,0
Spain,65,7,134714.7,2,1,0
Spain,33,3,0.0,2,1,0
Germany,28,8,122384.22,3,1,1
France,26,2,0.0,2,0,0
France,25,5,157993.15,2,0,0
France,29,8,0.0,2,0,0
Germany,42,2,123331.36,1,0,1
Spain,27,9,75263.16,1,1,0
France,43,6,137824.03,2,0,0
Germany,36,4,132578.92,2,0,0
France,36,5,156021.31,1,0,0
Spain,34,8,0.0,1,0,0
Spain,69,9,137453.43,1,1,1
Spain,36,4,0.0,2,0,0
Germany,33,8,164284.72,2,1,0
France,47,5,0.0,2,1,0
Spain,56,1,0.0,2,1,0
Germany,31,2,112373.49,2,1,0
France,39,10,0.0,2,0,0
France,34,6,0.0,2,1,0
Spain,41,5,0.0,1,1,0
Germany,29,1,154333.82,1,1,0
Germany,37,3,111432.77,2,1,0
France,30,6,0.0,2,0,0
France,34,2,137390.11,2,0,0
Spain,37,3,0.0,2,1,0
Germany,56,5,111642.08,1,1,0
Spain,48,3,0.0,1,1,1
France,36,4,83543.37,1,0,0
Germany,50,6,145338.76,1,0,1
France,31,1,186796.37,1,0,0
Germany,35,8,58641.43,1,1,0
Spain,41,5,0.0,1,0,1
France,44,3,137148.68,1,0,0
France,49,7,80001.23,1,0,0
Germany,21,6,86402.52,2,0,0
France,42,5,0.0,2,0,0
Spain,51,1,122874.74,1,1,0
France,25,0,97544.29,1,1,0
Germany,46,1,170826.55,2,0,0
Germany,48,1,97133.92,2,0,1
Germany,41,8,153895.65,1,1,0
France,43,6,0.0,2,1,0
France,57,8,0.0,2,1,0
Spain,32,4,0.0,2,0,0
Germany,49,5,134956.02,1,0,1
Spain,39,7,143637.58,2,1,0
Spain,32,9,147506.25,1,1,0
France,64,1,0.0,2,0,1
France,43,8,190227.46,1,0,1
France,32,2,172448.77,1,0,1
France,41,7,113980.21,1,1,0
France,53,6,0.0,2,1,0
France,38,4,0.0,2,0,0
Germany,25,10,76968.12,2,1,0
France,38,1,88293.13,2,1,0
France,48,1,170833.46,1,0,1
Germany,44,6,108122.39,2,0,1
France,36,4,0.0,1,1,0
France,40,8,0.0,1,1,0
Germany,45,7,129818.39,3,0,1
France,35,2,163943.89,2,1,0
France,28,7,0.0,2,0,0
France,38,5,101430.3,2,1,0
France,39,9,117301.66,1,0,0
Germany,32,1,173340.83,1,1,0
Spain,42,4,0.0,2,1,0
France,33,3,134348.57,1,0,0
France,45,9,105525.65,2,1,0
France,60,6,0.0,1,0,1
France,43,4,0.0,3,0,1
France,36,6,106192.1,1,0,0
France,45,4,45144.43,1,0,1
France,65,7,92113.61,1,1,0
France,25,7,0.0,2,1,0
Spain,38,0,128366.44,1,0,0
France,42,2,0.0,2,1,0
Germany,74,3,106545.53,1,1,0
France,43,8,145618.37,1,1,0
Spain,37,8,141541.25,1,0,0
Germany,32,2,57017.06,2,1,0
France,42,9,0.0,1,0,0
France,51,3,0.0,3,1,1
Germany,35,8,125884.95,2,0,1
Germany,32,5,61825.5,1,1,0
France,35,8,0.0,2,0,0
France,40,6,0.0,1,0,0
France,40,2,102967.41,1,0,1
Germany,25,2,171770.55,1,0,0
Germany,40,1,93051.64,2,0,1
France,36,7,161064.64,2,1,0
France,48,7,90612.34,1,1,0
France,28,5,145105.64,2,0,0
France,58,4,0.0,1,0,1
France,45,9,0.0,1,1,1
France,33,6,174912.72,1,1,0
France,46,1,104947.72,1,0,1
Spain,31,10,135213.71,1,1,0
Spain,25,7,0.0,2,0,0
France,36,6,116229.85,2,1,0
Spain,53,6,111201.41,1,1,0
Spain,32,4,0.0,1,0,0
Germany,27,1,131899.0,1,0,0
France,35,10,124525.52,1,1,0
France,47,6,0.0,1,0,0
France,39,6,0.0,1,1,1
France,45,3,47134.75,1,1,0
Spain,35,3,0.0,2,0,0
Spain,45,9,0.0,2,0,0
France,44,5,0.0,2,1,0
Spain,61,1,0.0,1,0,1
France,51,5,0.0,3,0,1
Germany,19,1,138657.08,1,1,0
France,34,9,70302.48,1,1,0
Germany,36,1,101609.01,2,1,0
Spain,35,3,0.0,1,1,0
Germany,38,5,130170.82,1,1,0
Germany,61,8,133802.29,2,1,0
France,24,7,106234.02,1,0,0
Spain,39,6,132628.98,1,0,0
Germany,41,9,103522.75,2,1,0
Germany,42,8,192390.52,2,0,0
Spain,36,1,0.0,1,1,1
Spain,37,9,0.0,3,1,0
France,38,3,0.0,2,1,0
France,52,8,109922.61,1,1,1
Germany,44,5,128605.32,1,1,0
France,37,4,0.0,1,1,0
France,37,10,68598.56,1,0,0
Spain,35,1,106518.52,1,1,0
France,31,8,0.0,2,0,0
France,46,6,0.0,1,0,1
Germany,29,8,121326.42,1,0,0
France,36,8,67226.37,1,0,0
Spain,25,5,82931.85,2,1,0
Spain,39,4,0.0,1,0,1
France,38,5,118590.41,1,1,1
France,67,4,145981.87,1,1,0
France,48,3,73309.38,1,0,1
France,48,8,130796.33,2,1,0
Germany,33,8,151607.56,1,0,0
Germany,66,9,111577.01,1,1,0
Spain,39,0,107042.74,1,1,0
Spain,42,2,156371.61,2,1,1
France,44,4,129605.99,1,0,0
Spain,43,0,0.0,2,1,0
Spain,67,8,0.0,2,1,0
Spain,27,8,132576.25,1,0,0
France,37,6,129101.3,1,1,0
Germany,31,1,108822.4,1,1,0
Spain,35,4,137948.51,1,0,0
Spain,32,7,100433.8,1,1,0
Spain,63,4,96134.11,3,0,1
Germany,43,4,115888.04,1,1,1
France,42,5,124626.07,1,1,0
France,34,6,139810.34,1,1,0
Spain,34,9,0.0,2,0,0
France,37,3,84496.71,1,0,0
Germany,70,9,116854.71,2,1,0
France,48,10,138333.03,1,1,0
France,25,3,0.0,2,1,0
Germany,43,5,78992.75,2,0,0
Spain,38,7,97257.41,2,1,0
France,34,5,122453.37,2,0,0
Spain,36,8,112940.07,1,1,0
France,43,8,132558.26,1,0,1
France,38,4,0.0,2,0,0
France,48,8,133297.24,1,0,0
France,46,7,0.0,2,0,0
France,27,0,197041.8,1,0,0
Germany,44,0,71497.79,2,0,0
France,32,7,0.0,2,1,0
Germany,35,6,128100.28,1,0,1
France,25,1,124532.78,2,1,0
Germany,31,9,82293.82,2,1,0
France,36,1,142120.91,1,0,0
Spain,34,0,151839.26,1,0,1
Spain,31,7,149620.88,2,1,0
France,49,3,168197.66,1,0,1
France,37,5,93147.0,2,0,0
France,35,2,97440.02,2,1,0
Germany,42,3,65046.08,2,1,0
Spain,28,7,95357.49,1,0,0
Spain,43,9,123105.88,2,0,0
Spain,29,9,0.0,3,1,0
Spain,44,3,0.0,2,1,0
Spain,62,7,121286.27,1,1,0
Germany,28,4,167738.82,2,1,0
France,38,1,104091.29,1,0,0
Germany,42,8,121980.56,2,0,0
France,43,10,0.0,2,1,0
Germany,39,1,50880.98,2,1,0
France,42,3,175159.9,2,0,1
Germany,26,7,105514.69,2,0,0
Germany,52,5,116497.31,3,0,1
Spain,33,6,0.0,2,0,0
France,42,7,99824.45,1,1,0
France,45,6,0.0,1,0,1
Spain,71,0,0.0,1,1,0
France,40,10,0.0,1,0,1
Spain,35,3,122964.88,1,1,0
France,29,4,0.0,2,1,0
Spain,24,4,0.0,2,1,0
Spain,43,3,0.0,2,1,0
France,37,5,89634.69,1,1,1
Germany,40,7,95710.11,2,0,0
Germany,41,7,139706.31,1,0,0
Germany,45,5,103909.86,1,0,1
France,31,1,0.0,1,0,0
France,49,6,173434.9,1,0,1
Spain,32,6,102238.01,2,1,0
France,48,1,179380.74,2,1,0
France,32,3,0.0,2,1,0
France,25,4,108691.95,1,0,0
France,32,4,0.0,2,0,0
France,33,6,0.0,2,0,0
Germany,35,0,133377.8,1,1,0
Spain,34,9,0.0,2,1,0
Spain,53,10,0.0,1,1,0
France,39,1,116537.6,1,0,0
France,22,3,0.0,2,0,0
Spain,40,4,0.0,2,1,0
France,29,1,130131.08,2,1,0
France,46,3,0.0,2,1,0
Spain,30,0,0.0,1,0,0
France,30,2,107316.09,1,0,0
France,24,1,0.0,2,1,0
France,30,1,83181.29,1,1,0
France,72,3,0.0,1,1,0
Spain,67,3,153946.14,1,1,0
France,30,5,0.0,2,0,0
Spain,39,7,135483.17,1,0,1
France,35,1,0.0,2,0,0
France,38,4,119624.54,2,1,0
Spain,34,6,121132.26,2,0,0
Spain,42,1,0.0,1,0,1
France,48,4,0.0,1,0,1
Germany,25,5,54817.55,1,0,0
Germany,40,3,107949.45,1,0,1
France,30,4,0.0,1,1,0
Spain,49,2,80816.45,1,1,0
Germany,38,3,98205.77,1,0,0
Spain,50,6,94684.27,1,1,0
Spain,22,7,141604.76,1,0,0
Spain,74,3,0.0,2,1,0
Spain,33,3,0.0,2,0,0
France,47,1,122949.14,1,0,1
Germany,33,8,81677.22,2,0,0
France,38,7,80293.98,1,0,0
Spain,48,8,155413.06,1,0,0
Spain,38,4,0.0,2,1,0
Germany,38,9,67111.65,1,0,1
France,34,5,103818.43,1,1,0
France,20,4,0.0,2,1,0
France,36,4,152169.12,2,0,1
France,52,10,0.0,1,1,1
Germany,26,4,214346.96,2,0,0
France,57,6,0.0,1,0,1
France,40,7,113348.14,1,0,1
Germany,47,5,170935.94,1,0,1
Germany,52,8,103023.26,1,1,0
Spain,23,6,0.0,2,1,0
Spain,37,6,0.0,2,0,0
France,31,7,111855.04,2,1,0
Germany,32,6,140348.56,2,1,0
Spain,39,8,0.0,2,0,0
France,29,3,145512.84,1,0,0
Germany,41,8,146720.98,2,1,0
France,32,10,107209.73,1,1,0
Germany,38,7,130933.74,1,1,0
Spain,35,8,0.0,1,0,0
Spain,36,0,89772.3,1,0,1
France,32,5,0.0,2,0,0
France,24,8,0.0,2,0,0
France,42,5,0.0,1,0,1
France,36,2,100749.5,3,0,1
France,31,10,0.0,2,0,0
Spain,22,2,0.0,2,1,0
France,51,3,123981.31,2,1,0
Germany,34,4,91622.42,1,1,0
France,36,7,126195.81,1,1,0
France,41,4,94267.9,1,1,1
France,40,4,0.0,2,1,0
France,34,0,0.0,2,0,0
France,29,4,0.0,1,0,1
Germany,39,3,100717.85,3,1,1
France,36,6,0.0,2,0,0
France,26,4,141581.71,2,0,0
Spain,38,7,0.0,2,1,0
France,39,2,148586.64,1,1,0
Spain,29,9,0.0,2,0,0
Spain,38,7,0.0,2,0,0
Germany,32,2,123403.85,2,0,0
France,28,7,0.0,2,0,0
France,46,3,106511.85,1,0,0
France,38,2,0.0,2,0,0
Germany,34,1,135549.9,1,0,1
Germany,38,7,110555.37,2,0,0
France,31,4,0.0,2,0,0
France,52,0,185891.54,1,1,1
Germany,59,1,130854.59,1,1,1
France,42,3,92578.14,2,0,0
Germany,21,8,132312.06,1,0,1
France,62,8,144976.5,1,0,1
Spain,48,5,87070.23,1,1,0
France,42,8,0.0,2,1,0
France,47,1,115414.19,3,0,1
Spain,61,7,91070.43,1,1,0
Spain,29,2,117412.19,2,0,0
Germany,31,4,90018.45,2,0,0
France,24,4,0.0,2,0,0
Germany,56,1,112414.81,2,0,1
Germany,33,1,158456.76,1,1,1
Spain,35,7,0.0,1,0,1
Germany,58,1,149641.53,1,1,0
Spain,33,8,122528.18,1,0,0
Germany,45,3,143734.01,2,1,0
France,32,2,155663.31,1,0,0
France,35,7,0.0,1,1,1
Germany,34,1,101736.66,1,1,0
Spain,37,9,125822.21,1,0,0
France,37,0,0.0,2,1,0
France,34,4,0.0,2,1,0
France,27,2,0.0,1,1,0
Germany,31,6,157791.07,2,0,0
France,22,5,0.0,2,1,0
France,42,4,0.0,2,0,0
Germany,42,9,181627.14,2,0,0
Spain,57,1,109679.72,1,1,0
France,37,5,96652.86,1,0,1
France,40,5,190008.32,2,1,0
Spain,41,9,0.0,2,0,0
France,43,9,0.0,2,1,0
Germany,43,4,148962.76,1,1,1
France,28,8,0.0,1,0,0
Germany,30,3,131344.52,2,0,0
Germany,29,5,101713.84,3,0,0
Spain,34,3,0.0,1,1,0
France,38,4,0.0,2,0,0
France,27,6,137963.07,1,0,0
Spain,29,4,129938.07,1,1,0
Germany,45,2,151421.44,1,1,0
Germany,45,7,135643.0,1,0,1
Spain,39,2,122773.5,2,1,0
France,34,3,152303.8,1,0,0
France,49,3,0.0,2,1,0
Spain,54,1,79415.67,1,1,0
Germany,58,9,125801.03,2,0,1
Spain,37,10,0.0,2,0,0
France,35,8,0.0,1,0,1
France,41,6,104817.41,1,0,1
France,30,9,0.0,1,0,0
Germany,32,5,67495.04,2,1,0
France,36,0,164850.54,1,1,0
Germany,49,5,154776.42,2,0,0
Germany,28,1,143124.63,2,0,0
France,35,10,0.0,1,1,0
France,27,2,0.0,2,0,0
France,38,8,102133.38,1,1,0
Spain,26,6,79932.41,1,0,0
Germany,40,0,120711.73,1,0,1
Germany,43,3,122717.53,2,1,0
Spain,36,3,92363.3,2,0,0
Spain,40,5,203715.15,1,0,1
Spain,39,5,0.0,2,0,0
France,34,9,0.0,2,0,0
France,21,1,0.0,2,0,0
France,49,4,0.0,1,1,1
Germany,31,1,93460.47,2,0,0
France,34,6,0.0,2,1,0
Germany,24,7,40224.7,1,1,0
France,43,5,168069.73,1,1,1
France,36,1,0.0,2,1,0
Germany,47,7,130538.77,1,0,0
France,37,3,132623.6,1,1,0
France,35,3,103465.02,2,1,0
France,50,9,126547.8,1,1,1
France,30,2,128262.72,2,0,0
France,40,5,169742.64,1,1,1
France,29,1,0.0,2,1,0
Germany,27,3,150795.81,1,1,0
Spain,61,4,129855.72,2,0,1
Spain,28,6,146098.43,3,0,1
France,24,7,0.0,2,0,0
France,43,2,0.0,1,1,0
Germany,28,4,65643.3,1,0,0
Spain,34,6,0.0,2,0,0
France,38,9,104584.16,1,0,0
France,41,7,0.0,1,1,0
Germany,30,6,99785.28,2,0,0
Germany,46,2,127655.22,1,0,1
France,22,5,0.0,1,0,0
France,35,2,101257.16,1,1,0
France,40,7,0.0,2,1,0
France,76,10,121313.88,1,1,0
Spain,32,5,0.0,2,0,0
Germany,30,4,81523.38,1,1,0
France,47,6,128252.66,1,1,0
France,32,7,0.0,2,0,0
France,51,7,0.0,3,0,1
France,32,5,0.0,2,1,0
Spain,42,6,0.0,2,0,1
France,22,4,0.0,2,1,0
Spain,33,6,0.0,1,0,1
Spain,54,8,0.0,1,0,1
France,33,5,0.0,1,1,0
Germany,29,3,145541.56,2,1,0
France,23,5,0.0,1,0,1
Germany,44,5,124601.58,2,1,1
Germany,33,7,115182.84,2,1,0
France,37,2,163789.49,2,0,0
France,46,1,65733.41,1,0,0
Spain,47,1,0.0,2,1,0
Spain,47,8,128486.11,1,0,0
Spain,53,6,109663.47,1,1,0
Germany,42,6,88324.31,2,0,0
France,28,7,146445.24,2,0,0
France,38,3,0.0,2,0,0
Spain,31,6,0.0,2,1,0
Germany,36,2,109949.05,2,1,0
Spain,30,4,78653.05,1,0,0
Germany,46,9,107850.82,1,0,1
Germany,39,4,83765.35,2,0,0
France,66,7,143773.07,1,1,0
Germany,63,6,116227.27,1,1,0
Germany,33,0,103471.52,1,1,0
France,42,5,0.0,2,0,0
France,24,3,137492.35,2,1,0
France,28,7,0.0,2,0,0
France,36,9,129829.59,1,1,0
France,21,1,146329.57,2,1,0
Germany,30,4,114027.7,1,1,0
Germany,25,6,146580.69,1,1,0
Germany,38,0,132122.42,2,0,0
France,44,10,81553.93,1,0,1
France,66,7,0.0,2,1,0
France,24,6,0.0,2,0,0
Spain,28,3,0.0,2,1,0
France,26,4,0.0,2,1,0
Germany,32,5,175214.71,1,1,0
Germany,40,10,125534.51,1,0,1
France,68,4,97705.99,1,1,0
Germany,55,4,126817.65,2,0,0
France,46,1,46870.43,4,0,1
Spain,46,3,0.0,2,1,0
France,42,9,120094.93,1,0,0
France,38,3,0.0,2,1,0
France,33,3,0.0,2,0,0
Germany,36,1,104356.94,2,1,0
Germany,27,5,147004.34,1,0,1
Germany,38,6,73023.17,2,0,0
Spain,40,1,173432.55,1,1,0
France,42,7,165679.92,1,0,0
Spain,31,9,104678.62,1,1,0
France,55,8,116973.26,3,0,1
France,36,3,0.0,1,0,0
Germany,38,2,126732.85,1,1,0
France,44,6,148481.09,1,0,0
France,38,4,137654.05,2,1,0
Germany,30,7,115315.04,1,0,0
France,42,2,99095.73,1,1,0
Germany,39,7,165610.41,2,0,0
France,33,5,0.0,2,0,1
Spain,32,6,161628.66,1,0,0
France,32,9,146605.27,1,1,0
Germany,37,5,113488.68,1,0,1
France,42,7,77002.2,2,1,0
Spain,67,7,0.0,2,1,0
France,39,6,0.0,2,1,0
Spain,25,4,0.0,2,1,0
Spain,46,8,182364.53,1,0,1
France,35,8,0.0,2,1,0
France,45,7,149364.58,1,1,0
France,59,7,127450.14,1,1,0
Spain,63,5,162278.32,1,1,0
Spain,37,5,152212.88,2,0,0
Spain,39,9,161993.89,1,0,0
Spain,39,7,131468.44,1,0,0
Germany,40,10,102980.44,1,0,1
Germany,31,9,143321.97,1,0,0
Spain,37,2,130404.92,1,0,0
France,41,7,0.0,2,1,0
France,30,2,87505.47,2,1,0
France,30,0,133634.02,1,1,0
Spain,33,3,151233.62,1,0,0
Spain,55,2,70263.83,1,1,0
France,34,5,0.0,2,1,0
France,30,10,57657.49,1,0,0
Germany,42,8,153572.31,2,1,0
France,37,1,134752.08,1,0,0
Spain,34,3,83132.09,1,1,0
France,31,2,0.0,2,0,0
Germany,32,9,134096.53,2,0,1
France,31,0,118100.59,2,0,0
Germany,52,10,76915.4,1,0,1
Spain,46,3,81576.75,1,1,1
Spain,49,2,0.0,2,0,0
France,33,10,118327.17,2,1,0
Spain,30,8,124857.69,2,0,0
Germany,27,2,90971.85,1,1,0
France,37,7,153147.75,1,1,0
France,38,8,65942.26,1,1,1
France,38,3,0.0,2,1,0
France,54,2,0.0,1,0,1
Spain,27,5,100912.19,1,0,0
France,31,4,0.0,2,1,0
France,37,3,0.0,1,0,1
France,43,5,0.0,3,1,1
Germany,41,2,124439.49,2,1,0
France,47,7,0.0,2,1,0
France,40,6,0.0,2,0,0
France,44,2,58781.76,1,0,0
Spain,50,7,159453.64,2,0,1
Germany,26,2,142721.52,1,1,0
France,46,8,167795.6,1,1,0
France,38,3,128345.69,2,0,0
Spain,20,3,165260.98,1,1,0
Germany,62,3,118233.81,1,1,1
France,40,6,0.0,1,0,1
Spain,46,8,0.0,2,0,0
Germany,37,7,143452.74,2,1,0
France,38,3,145018.49,2,1,0
Germany,38,8,82407.51,1,0,0
Germany,28,1,79460.98,2,1,0
Spain,43,9,0.0,1,0,1
Spain,38,5,126473.99,1,0,0
Germany,30,10,133537.1,2,0,0
France,52,5,164978.01,1,1,0
Spain,46,7,128029.72,1,1,0
Spain,43,2,97403.18,1,1,1
France,41,7,176845.41,3,0,1
Spain,71,4,0.0,1,1,0
Spain,42,3,81589.04,1,0,0
Germany,40,6,119507.58,2,0,1
Spain,26,6,0.0,2,0,0
France,30,5,94443.77,1,1,0
France,37,2,0.0,2,1,0
France,32,7,92199.84,1,1,0
Spain,43,3,0.0,1,0,0
France,41,3,135756.96,1,1,0
France,54,9,120633.42,1,0,1
Germany,48,5,134542.73,1,1,1
Spain,29,7,0.0,2,0,0
Spain,52,7,0.0,1,1,1
Spain,39,6,0.0,1,1,0
France,49,4,154344.49,2,1,0
France,43,3,0.0,2,1,0
France,43,9,189026.53,2,1,0
France,37,0,120764.08,1,1,0
Germany,22,3,97975.82,2,1,0
France,32,4,0.0,2,1,0
Germany,41,10,113270.2,2,1,0
Spain,30,4,0.0,2,1,0
Germany,39,3,124548.99,2,1,0
France,43,8,201696.07,1,0,1
Spain,37,7,0.0,2,0,0
Germany,44,7,114203.47,1,1,1
Spain,31,4,0.0,2,1,0
Germany,50,8,125437.64,1,1,1
France,26,7,0.0,2,0,0
France,43,8,64897.75,1,0,0
France,38,8,0.0,2,1,0
Germany,46,9,135555.66,1,0,1
France,44,3,107764.75,1,0,0
France,27,6,117307.44,2,1,0
France,41,8,73700.12,3,1,1
Spain,44,6,60603.4,1,1,0
Spain,35,4,40169.88,2,1,0
Germany,32,10,92041.87,1,1,0
Germany,26,3,130483.95,1,0,0
France,41,5,0.0,3,0,1
Spain,42,3,0.0,2,0,0
France,23,10,151097.28,1,1,0
Spain,46,8,67563.31,1,0,1
France,35,8,112808.18,1,1,0
France,42,7,0.0,2,1,0
France,66,4,86459.8,1,1,0
France,40,0,118633.08,1,1,1
France,55,2,159441.27,1,0,1
France,27,9,0.0,2,0,0
Germany,38,4,125212.65,2,1,1
Spain,45,8,88656.37,2,0,0
France,32,2,146033.62,1,0,0
France,29,9,120268.13,1,1,0
Spain,46,7,0.0,2,0,0
Spain,33,0,0.0,1,0,1
Germany,46,4,135070.58,2,1,1
France,38,3,0.0,2,0,1
Spain,29,5,0.0,2,0,0
France,27,9,122550.05,2,1,0
Spain,43,2,0.0,2,0,0
France,29,8,130306.49,1,0,0
France,27,6,0.0,1,1,0
Spain,41,4,90350.77,1,0,1
France,44,6,128747.69,1,0,1
Spain,23,2,126873.52,1,1,0
France,69,2,108424.19,1,1,0
France,32,9,0.0,2,0,0
France,40,5,84350.07,1,0,0
France,73,7,0.0,2,0,1
Germany,30,4,84958.6,2,1,0
Germany,29,4,99097.36,1,1,0
Germany,30,10,136622.55,2,0,0
Germany,30,5,156771.68,1,1,0
Germany,28,7,167658.33,2,1,0
Spain,33,8,0.0,2,0,0
Germany,24,2,109483.54,2,1,0
Germany,40,9,134504.78,1,0,0
France,44,2,114427.86,1,1,0
Spain,45,5,83888.54,1,1,0
Germany,32,5,110029.77,1,0,0
Spain,41,9,127523.75,1,1,0
Germany,30,1,139762.13,2,1,0
Spain,42,8,91611.12,1,0,1
France,42,2,109471.79,1,1,0
France,39,4,150500.64,1,0,0
Germany,59,9,101609.77,1,0,1
France,57,5,0.0,1,1,0
France,26,8,78892.23,1,1,0
France,29,3,82344.84,1,1,0
France,48,2,0.0,1,0,0
Spain,44,4,0.0,1,1,0
France,62,1,127706.33,2,1,0
France,41,9,124349.34,1,0,0
Spain,44,8,0.0,2,0,0
Germany,28,1,119336.29,2,1,0
France,31,9,0.0,1,1,0
Germany,56,9,104217.3,1,0,1
France,65,7,0.0,1,1,0
Germany,39,10,144757.02,1,0,1
Spain,44,6,0.0,1,1,0
France,43,8,0.0,1,0,0
France,43,6,0.0,3,0,1
France,38,10,0.0,2,1,0
France,24,7,100169.51,1,0,0
France,33,2,145731.83,1,1,0
Spain,56,5,110802.03,1,1,1
Germany,46,4,120392.99,1,0,1
Germany,26,6,135067.52,2,0,0
Spain,31,3,136556.44,1,0,1
France,38,10,0.0,2,1,0
France,35,3,99587.43,1,1,1
France,53,7,0.0,1,1,0
Spain,34,7,70731.07,1,1,1
Germany,35,2,109342.82,2,1,0
Spain,28,8,0.0,2,0,0
France,66,4,0.0,2,1,0
France,25,2,78247.31,2,1,0
France,55,10,117561.49,1,0,1
France,23,10,88980.32,1,1,0
Spain,34,4,0.0,2,0,0
Germany,41,1,103560.57,1,0,1
France,37,5,113308.84,1,1,0
Spain,40,6,0.0,2,1,0
France,32,3,63763.49,1,0,0
France,29,7,169988.35,1,0,0
Germany,35,0,180303.24,2,0,0
France,52,3,0.0,1,0,1
Germany,49,1,120656.86,4,0,1
Germany,31,1,61592.14,2,1,0
France,48,4,164701.68,1,1,0
Spain,26,1,80780.16,1,1,0
France,36,8,0.0,2,0,0
Germany,30,6,154221.37,2,1,0
France,26,8,0.0,1,0,0
France,26,5,101641.14,2,1,0
France,37,2,0.0,1,1,0
France,45,5,92786.66,1,0,1
Germany,32,8,131081.66,2,1,0
France,30,5,98014.74,1,1,0
Spain,38,8,0.0,2,0,0
France,26,8,97460.1,1,1,0
France,36,1,104077.19,2,1,0
Spain,29,1,0.0,2,1,0
France,46,10,0.0,2,0,1
France,39,4,0.0,1,1,0
Spain,51,4,93656.95,1,1,1
Spain,30,6,121345.88,4,0,1
France,39,8,141675.23,1,1,0
Spain,31,8,0.0,2,0,0
Germany,43,7,102365.49,1,0,1
Spain,50,9,0.0,1,0,1
Spain,30,3,0.0,1,0,0
France,52,6,0.0,2,1,0
Germany,57,7,101868.51,1,1,0
Spain,38,8,0.0,2,0,0
France,35,9,112392.45,2,0,0
Germany,25,7,106570.34,2,1,0
France,28,8,0.0,1,1,0
France,50,1,81947.76,1,1,1
France,31,7,144162.3,2,1,0
Germany,39,5,86350.87,2,0,0
France,47,5,158623.14,1,0,1
France,32,8,0.0,2,0,0
Germany,48,4,132403.56,1,0,1
France,27,10,0.0,2,0,0
Germany,43,3,134985.66,1,0,0
France,36,6,0.0,2,1,0
France,37,6,103772.45,1,0,0
France,33,2,133040.32,1,1,0
Spain,37,0,0.0,2,0,0
France,39,10,0.0,2,1,0
France,42,2,0.0,2,0,0
Spain,38,8,71460.67,2,1,0
Spain,39,6,133214.13,1,1,0
France,37,7,96558.66,1,0,0
France,54,6,93806.31,2,1,0
Spain,36,8,0.0,2,0,0
France,64,3,124043.8,1,1,1
Germany,52,5,131694.97,1,1,1
Spain,29,6,0.0,2,1,0
France,35,1,106266.8,1,1,0
Spain,41,8,0.0,2,1,0
France,51,6,0.0,2,1,0
Spain,41,4,139840.36,1,1,0
France,34,8,0.0,2,0,0
Germany,35,8,124098.54,1,0,0
France,32,5,145807.59,1,1,0
Spain,23,8,0.0,2,0,0
France,26,2,107508.93,2,1,0
France,28,6,0.0,2,1,0
Germany,32,1,145980.23,1,1,0
France,37,3,212778.2,1,1,0
Germany,47,4,152522.47,1,1,1
Spain,33,9,168964.77,1,1,0
France,34,8,0.0,2,0,0
France,28,8,0.0,1,1,0
Spain,36,4,98266.3,1,1,0
France,38,8,113000.92,1,1,0
Germany,23,1,137060.88,2,1,0
Germany,37,5,112146.12,1,0,0
France,33,4,129307.32,1,1,0
Spain,69,6,163975.09,1,1,0
Spain,43,7,0.0,2,1,0
Germany,42,6,158414.85,1,1,0
Germany,48,1,92072.68,1,1,0
Spain,30,2,88243.29,2,1,0
Spain,25,8,0.0,2,1,0
France,48,4,59486.31,1,0,1
Spain,54,2,0.0,2,1,0
Spain,52,7,0.0,2,1,0
France,34,1,0.0,1,1,0
France,38,8,119278.01,2,1,0
France,34,4,158741.43,2,1,0
France,40,7,140596.95,1,1,1
Spain,29,10,0.0,2,1,0
Germany,37,2,90432.92,1,1,1
France,35,1,104783.81,2,1,0
Germany,42,0,77992.97,2,1,0
Germany,43,10,110822.9,1,0,0
Germany,42,4,119624.6,2,1,0
Germany,31,6,109052.59,2,1,1
Spain,40,5,139129.44,1,1,0
Germany,42,8,152324.66,2,0,0
France,38,1,0.0,2,0,0
Germany,37,9,127480.58,2,0,0
France,53,6,115029.4,1,0,1
France,40,8,114005.78,1,1,0
Germany,42,1,116646.76,1,0,1
Spain,49,1,110864.38,2,1,1
France,23,5,156267.59,1,0,0
France,44,3,109528.28,1,0,1
France,35,6,102482.76,1,1,0
Germany,23,10,115563.71,1,1,0
France,23,2,0.0,2,0,0
France,40,9,95624.36,2,1,0
Spain,21,8,0.0,2,1,0
France,28,7,160376.61,1,0,0
Germany,41,8,37702.79,1,1,0
